100, -1018.5, 0.0
200, -1017.4, 0.0
300, -1019.1, 0.0
400, -1018.6, 0.0
500, -1020.4, 0.0
600, -1016.6, 0.0
700, -1018.9, 0.0
800, -1021.2, 0.0
900, -1022.4, 0.0
1000, -1022.0, 0.0
1100, -1025.2, 0.0
1200, -1000.9, 1.0
1300, -1028.1, 0.0
1400, -1028.1, 0.0
1500, -1030.8, 0.0
1600, -1020.0, 1.0
1700, -1037.7, 0.0
1800, -1015.9, 1.0
1900, -937.2, 5.0
2000, -903.3, 7.0
2100, -872.3, 9.0
2200, -720.9, 17.0
2300, -532.3, 26.0
2400, -333.5, 36.0
2500, -223.8, 41.0
2600, -184.4, 43.0
2700, -78.8, 48.0
2800, -312.9, 36.0
2900, -146.2, 45.0
3000, -117.1, 46.0
3100, -34.9, 50.0
3200, -294.6, 37.0
3300, -327.9, 36.0
3400, -124.0, 46.0
3500, -76.5, 48.0
3600, -116.9, 46.0
3700, -117.3, 46.0
3800, -250.6, 40.0
3900, -347.9, 35.0
4000, -256.0, 39.0
4100, -443.6, 30.0
4200, -18.2, 51.0
4300, -373.9, 34.0
4400, -340.0, 35.0
4500, -137.7, 45.0
4600, -265.3, 39.0
4700, -36.4, 50.0
4800, -32.5, 51.0
4900, -30.2, 50.0
5000, -216.3, 42.0
5100, -51.5, 49.0
5200, -134.7, 45.0
5300, 45.0, 54.0
5400, -13.3, 51.0
5500, 42.8, 54.0
5600, -18.5, 51.0
5700, 86.0, 56.0
5800, -122.0, 46.0
5900, 164.3, 60.0
6000, -123.7, 46.0
6100, 87.4, 56.0
6200, -460.3, 29.0
6300, -219.0, 41.0
6400, 23.3, 53.0
6500, -29.8, 50.0
6600, 205.5, 62.0
6700, -17.0, 51.0
6800, -364.9, 35.0
6900, -119.8, 46.0
7000, 36.6, 54.0
